Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,US Aviation Full,140.000000,off,0.000000,TSQL,88.5,199.5,023,NN,023,Tone->Tone,FM,5.00,S,1.0W,,,,,
1,StFireResc,33.900000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,8.0W,Statewide fire / rescue,,,,
2,ArmySrchRes,40.500000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,8.0W,Army Search and Rescue,,,,
3,ArmyCtrlTwr,41.500000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,8.0W,Army Control Towers,,,,
4,MobileSAM,69.400000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,8.0W,Mobile SAM sites,,,,
5,NLVVOT,108.200000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,North Las Vegas VOT,,,,
6,TTRILS14,108.300000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,TTR ILS 14 Localizer,,,,
7,KLAS25R,110.300000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,KLAS Runway 25R ILS,,,,
8,TTRILS32,111.700000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,TTR ILS 32 Localizer,,,,
9,KLAS25L,111.750000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,KLAS Runway 25L LOC/GS,,,,
10,TTRVOR,113.000000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,TTR VOR,,,,
11,MormonVOR,114.300000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Mormon Mesa VOR,,,,
12,PalmdVOR,114.500000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Palmdale VOR,,,,
13,BeattyVOR,114.700000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Beatty VOR,,,,
14,TonopahVOR,116.000000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Tonopah VOR,,,,
15,WilsonVOR,116.300000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Wilson Creek VOR,,,,
16,EdwardsVOR,116.400000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Edwards AFB VOR,,,,
17,BouldrVOR,116.700000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Boulder City VOR,,,,
18,KLASVOR,116.900000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,KLAS VOR,,,,
19,GroomVOR,117.500000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Groom Lake VOR,,,,
20,CoaldVOR,117.700000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,Coaldale VOR,,,,
21,KLASClrDel,118.000000,off,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,AM,5.00,,8.0W,KLAS Clearance Delivery,,,,
